Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13
Name,Erro - Abs(Delta),Erro - Delta(Abs),Erro - Arg(Delta),Erro - Delta(Arg),Erro - Real,Erro - Imag,Erro - Abs(Delta)(%),Erro - Delta(Abs)(%),Erro - Arg(Delta)(%),Erro - Delta(Arg)(%),Erro - Real(%),Erro - Imag(%)
611.3 - 611,10.4326821696797,6.98037485866109,2.25278859870574,0.0429091703395171,9.47883723346155,4.35913877903197,5.93877764663989,3.97356053808128,512.18064978704,9.75557438409576,5.96340884946798,5.82772633685902
634.1 - 634a,34.1503812933871,-0.374216368418814,0.0279601689020399,0.185887115662587,12.2692796693216,31.8929595518695,17.9722337464106,-0.196937890302799,4.64233045596387,30.8635266630576,7.83567220976923,29.6264294187751
634.2 - 634b,-6.78825066610682,1.73563262736792,-1.38524091328248,-0.0479001600910264,7.17231096623487,-14.4094317080352,-4.47066775076282,1.14306869265859,-215.266282272634,-7.44367949588314,5.90450708738682,-15.816490583643
634.3 - 634c,-1.12208028096726,24.3135986823642,0.586965808181326,-0.176348619898276,10.9791049439422,-11.6572085823889,-0.768587000846292,16.6539918827822,91.2144206374446,-27.4045557169235,9.40039394236475,-13.3079886447675
645.2 - 645,39.7528621816474,49.3028715043494,-1.92391760342873,0.119051756950432,65.3867314691146,-36.0391657731842,18.185018053017,22.5536869339207,-303.446161117076,18.7772067558765,37.1268415627286,-27.8299235946741
646.2.3 - 646,38.7156720639482,51.7213879382539,0.914381528190079,-0.0673514784586814,48.3730222010893,10.330656699956,14.3297857205702,19.1435758909588,175.499358763525,-12.9269248304596,20.6433445824759,7.68172356872597
652.1 - 652,14.620485191301,30.6297767940498,-1.20732121785396,-0.127204615147787,23.0157256850849,0.939739408230857,9.91757945969784,20.7772342171338,-204.077384887507,-21.5018048395817,18.8089491236259,1.14303312630128
670.1 - 670a,-0.0656961577470987,-0.197635423094585,0.10685126208222,-1.11022302462516e-16,0.178021351137186,-0.0858379811101457,-0.329111308361119,-0.990073923707283,20.0952465125511,-2.30926389122033e-14,1.03466749777073,-0.848119658426945
670.2 - 670b,18.4903030779134,21.0641472985994,-1.36572081010812,0.037892348350591,23.6097206761772,0.159447387448481,22.8994805635243,26.087080867142,-261.430290689439,7.25346466926589,33.7398006032902,0.395757732676145
670.3 - 670c,36.0599404081915,27.3567590866707,-1.61996983572007,0.227656886884084,42.8870062381616,-0.534785749074537,26.9570055883863,20.450846541388,-307.699023726411,43.2414235711306,37.0822656659003,-0.795604635240583
671.1.2.3 - 671.1.2,41.7405419763759,61.7582678586721,1.03720894155029,-0.0593193334254319,64.4799353624527,-0.569673158939821,9.46289490416854,14.0010639665596,199.791332938256,-11.4263271548371,16.8363972683616,-0.260308516679784
671.1.2.3 - 671.2.3,3.35997086761961,9.19949536036415,-0.250952918451129,-3.36959638668755e-05,-4.80263444369103,3.98238829034364,0.742443087633234,2.03278599997362,-48.3395544268604,-0.00649065127180748,-1.22226626669737,1.77365009125372
671.1.2.3 - 671.3.1,-0.493524495685808,3.02245453008589,-0.170836150278959,-0.0065548323082551,-1.49730675268393,-0.36698817531115,-0.115166378970204,0.705304694852837,-32.9071422458601,-1.26261800452241,-0.40242635979623,-0.172609922198307
675.1 - 675a,2.67467854077885,-6.87508285426856,0.189130319727704,0.0100876035010914,-4.02835876629428,7.41757658596529,0.535604548734442,-1.37673578096609,50.6540674030688,2.70172518301342,-0.866371131277564,4.07217100536418
675.2 - 675b,-10.1924216400845,-1.40706225600925,0.288684655929417,-0.109818802440926,-0.72451404664541,-11.7920247324419,-10.4052141571109,-1.43643823059527,39.9298616995363,-15.1897563774467,-0.986400059709482,-18.1950110531375
675.3 - 675c,-34.0299461753276,23.0658594823956,0.0799083455657446,-0.155719164602201,-14.4770350895855,-30.9681494675037,-10.0867424773195,6.8369013403155,12.6587021267098,-24.6682934825317,-5.31545209294289,-15.5538523749715
692.3.1 - 692,-0.0447534014210262,3.02803715575607,-0.0503694643869679,-1.66533453693773e-16,-2.72752352448134,1.31515186957253,-0.0203663381936323,1.3779964610252,-6.93529558506225,-2.1316282072803e-14,-1.66018298141744,0.901229363593679
